RowID,OrderID,OrderDate,OrderMonthYear,Quantity,Quote,Discount,Rate,SaleAmount,CustomerName,CompanyName,Sector,Industry,City,ZipCode,State,Region,ProjectCompleteDate,DaysToComplete,ProductKey,ProductCategory,ProductSubCategory,Consultant,Manager,HourlyWage,RowCount,WageMargin
4031,28774,1/1/2009,1/1/2009,32,6400,0.1,200,5760,Jessica Thornton,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,McKeesport,15131,Pennsylvania,East,1/2/2009,1,Development - Big Data,Development,Market Research,Daniel Tusk,Allen Young,45,1,0.78
4032,28802,11/4/2010,11/1/2010,23,2875,0.08,125,2645,Sanjit Hendricks,"Discovery Communications, Inc.",Consumer Services,Television Services,Urbandale,50322,Iowa,Central,11/6/2010,2,Training - SQL,Training,Python,Mia Moore,Josh Martinez,51,1,0.59
4033,28802,11/4/2010,11/1/2010,36,3960,0,110,3960,Sanjit Hendricks,"Discovery Communications, Inc.",Consumer Services,Television Services,Waterloo,50701,Iowa,Central,11/7/2010,3,Development - Python,Development,Business Model,Abigail Young,Josh Martinez,50,1,0.55
4034,28802,11/4/2010,11/1/2010,22,3300,0.02,150,3234,Sanjit Hendricks,"Discovery Communications, Inc.",Consumer Services,Television Services,Waterloo,50701,Iowa,Central,11/6/2010,2,Consulting - Market Research,Consulting,Market Research,Isabella Douglas,Josh Martinez,75,1,0.5
4035,28805,4/2/2011,4/1/2011,14,2380,0.07,170,2213.4,Bill Ocampo,Symantec Corporation,Technology,Computer Software: Prepackaged Software,San Juan,78589,Texas,Central,4/4/2011,2,Development - .Net,Development,Business Model,Michael Alister,Josh Martinez,68,1,0.6
4036,28805,4/2/2011,4/1/2011,4,640,0.07,160,595.2,Bill Ocampo,Symantec Corporation,Technology,Computer Software: Prepackaged Software,San Juan,78589,Texas,Central,4/4/2011,2,Development - Java,Development,.Net,Mia Moore,Josh Martinez,51,1,0.68
4037,28805,4/2/2011,4/1/2011,46,6440,0.05,140,6118,Bill Ocampo,Symantec Corporation,Technology,Computer Software: Prepackaged Software,San Juan,78589,Texas,Central,4/4/2011,2,Development - Front End Web,Development,PHP,William Bufont,Josh Martinez,62,1,0.56
4038,28807,3/31/2011,3/1/2011,9,990,0.02,110,970.2,Patrick Shariari,Intel Corporation,Technology,Semiconductors,Danville,94526,California,West,4/1/2011,1,Development - Python,Development,Python,Liam Franklin,Bob Turner,52,1,0.53
4039,28832,9/24/2010,9/1/2010,46,5060,0.1,110,4554,Dave Hackney,Vodafone Group Plc,Public Utilities,Telecommunications Equipment,Rancho Cucamonga,91730,California,West,9/25/2010,1,Development - PHP,Development,Market Research,Ethan Bird,Bob Turner,60,1,0.45
4040,28832,9/24/2010,9/1/2010,45,7200,0.03,160,6984,Dave Hackney,Vodafone Group Plc,Public Utilities,Telecommunications Equipment,Redlands,92374,California,West,9/26/2010,2,Development - Java,Development,Python,Daniel Tusk,Bob Turner,45,1,0.72
4041,28835,3/31/2012,3/1/2012,1,200,0.08,200,184,Phillip West,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,Plainview,11803,New York,East,4/2/2012,2,Development - Big Data,Development,.Net,Daniel Tusk,Allen Young,45,1,0.78
4042,28836,10/24/2010,10/1/2010,50,7500,0.06,150,7050,Erica Percer,"Henry Schein, Inc.",Health Care,Medical Specialities,Fort Wayne,46806,Indiana,Central,10/25/2010,1,Consulting - Market Research,Consulting,Business Model,Madison Hill,Josh Martinez,58,1,0.61
4043,28836,10/24/2010,10/1/2010,7,1120,0.06,160,1052.8,Erica Percer,"Henry Schein, Inc.",Health Care,Medical Specialities,Gary,46404,Indiana,Central,10/26/2010,2,Development - Java,Development,Market Research,Mia Moore,Josh Martinez,51,1,0.68
4044,28839,4/28/2009,4/1/2009,30,3600,0.06,120,3384,Anthony Phan,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Newton,50208,Iowa,Central,4/30/2009,2,Development - Business Logic,Development,Python,Daniel Tusk,Josh Martinez,45,1,0.63
4045,28867,7/22/2011,7/1/2011,43,6450,0.1,150,5805,Maxwell O'Connel,Seagate Technology.,Technology,Electronic Components,Raleigh,27604,North Carolina,South,7/23/2011,1,Consulting - Business Model,Consulting,PHP,Noah Smith,Frank Mitchell,59,1,0.61
4046,28867,7/22/2011,7/1/2011,6,660,0.03,110,640.2,Maxwell O'Connel,Seagate Technology.,Technology,Electronic Components,Raleigh,27604,North Carolina,South,7/23/2011,1,Development - Python,Development,SQL,Sophia Dixon,Frank Mitchell,71,1,0.35
4047,28867,7/22/2011,7/1/2011,26,3900,0.02,150,3822,Maxwell O'Connel,Seagate Technology.,Technology,Electronic Components,Raleigh,27604,North Carolina,South,7/24/2011,2,Consulting - Market Research,Consulting,Business Logic,Liam Franklin,Frank Mitchell,52,1,0.65
4048,28868,4/5/2012,4/1/2012,30,3300,0.05,110,3135,Anna Hwang,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",Overland Park,66212,Kansas,Central,4/6/2012,1,Development - Python,Development,PHP,Olivia Sullivan,Josh Martinez,53,1,0.52
4049,28870,11/10/2011,11/1/2011,27,4050,0.03,150,3928.5,Cindy Gastineau,Liberty Global plc,Consumer Services,Television Services,Florence,41042,Kentucky,South,11/11/2011,1,Consulting - Business Model,Consulting,Business Logic,Noah Smith,Frank Mitchell,59,1,0.61
4050,28870,11/10/2011,11/1/2011,35,5250,0.05,150,4987.5,Cindy Gastineau,Liberty Global plc,Consumer Services,Television Services,Frankfort,60423,Illinois,Central,11/13/2011,3,Consulting - Market Research,Consulting,Business Model,Olivia Sullivan,Josh Martinez,53,1,0.65
4051,28871,4/15/2012,4/1/2012,10,1500,0.08,150,1380,Claudia Barton,Liberty Media Corporation,Consumer Services,Broadcasting,Quincy,62301,Illinois,Central,4/15/2012,0,Consulting - Business Model,Consulting,Development,Ethan Bird,Josh Martinez,60,1,0.6
4052,28897,8/24/2009,8/1/2009,35,5950,0.02,170,5831,Ed Byrd,DIRECTV,Consumer Services,Telecommunications Equipment,Eagle Pass,78852,Texas,Central,8/26/2009,2,Development - .Net,Development,Strategy,Daniel Tusk,Josh Martinez,45,1,0.74
4053,28897,8/24/2009,8/1/2009,14,1540,0.07,110,1432.2,Ed Byrd,DIRECTV,Consumer Services,Telecommunications Equipment,Eagle Pass,78852,Texas,Central,8/26/2009,2,Development - PHP,Development,Market Research,Elizabeth Carter,Josh Martinez,52,1,0.53
4054,28898,5/28/2011,5/1/2011,44,4840,0.1,110,4356,Mark Nockton,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution),Wyoming,49509,Michigan,Central,5/28/2011,0,Development - Python,Development,Big Data,Elizabeth Carter,Josh Martinez,52,1,0.53
4055,28899,6/14/2012,6/1/2012,27,4050,0.06,150,3807,Janet Huthwaite,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Fort Bragg,28307,North Carolina,South,6/16/2012,2,Consulting - Market Research,Consulting,Python,Daniel Tusk,Frank Mitchell,45,1,0.7
4056,28901,6/11/2012,6/1/2012,23,2530,0.1,110,2277,Trudy Kennedy,Cognizant Technology Solutions Corporation,Technology,EDP Services,Redford,48239,Michigan,Central,6/12/2012,1,Development - Python,Development,Python,Emily Taylor,Josh Martinez,62,1,0.44
4057,28928,4/30/2010,4/1/2010,3,510,0.02,170,499.8,Nora Van,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Winter Park,32789,Florida,South,5/2/2010,2,Development - .Net,Development,Business Model,Sophia Dixon,Frank Mitchell,71,1,0.58
4058,28928,4/30/2010,4/1/2010,22,3300,0.09,150,3003,Nora Van,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Winter Park,32789,Florida,South,4/30/2010,0,Consulting - Business Model,Consulting,Strategy,Emma Watson,Frank Mitchell,67,1,0.55
4059,28928,4/30/2010,4/1/2010,46,6900,0.01,150,6831,Nora Van,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Winter Park,32789,Florida,South,5/2/2010,2,Consulting - Market Research,Consulting,Business Logic,Alexander Edison,Frank Mitchell,70,1,0.53
4060,28929,10/9/2012,10/1/2012,37,4070,0.08,110,3744.4,Saphhira Gannaway,DIRECTV,Consumer Services,Telecommunications Equipment,Aiken,29801,South Carolina,South,10/10/2012,1,Development - Python,Development,Python,Madison Hill,Frank Mitchell,58,1,0.47
4061,28929,10/9/2012,10/1/2012,46,5060,0.09,110,4604.6,Saphhira Gannaway,DIRECTV,Consumer Services,Telecommunications Equipment,Anderson,29624,South Carolina,South,10/11/2012,2,Development - PHP,Development,Business Logic,Emma Watson,Frank Mitchell,67,1,0.39
4062,28932,7/21/2010,7/1/2010,24,3000,0,125,3000,Gary Kunitz,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Weatherford,76086,Texas,Central,7/21/2010,0,Training - SQL,Training,Big Data,Jacob Manziel,Josh Martinez,57,1,0.54
4063,28932,7/21/2010,7/1/2010,18,2160,0.1,120,1944,Gary Kunitz,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Weslaco,78596,Texas,Central,7/28/2010,7,Development - Business Logic,Development,Tableau,Jayden Hamilton,Josh Martinez,71,1,0.41
4064,28933,7/9/2009,7/1/2009,1,110,0.01,110,108.9,Shirley Jenkins,Liberty Global plc,Consumer Services,Television Services,Encinitas,92024,California,West,7/10/2009,1,Development - PHP,Development,Scala,Mason Gibson,Bob Turner,71,1,0.35
4065,28933,7/9/2009,7/1/2009,38,4560,0.03,120,4423.2,Shirley Jenkins,Liberty Global plc,Consumer Services,Television Services,Encinitas,92024,California,West,7/10/2009,1,Development - Business Logic,Development,Big Data,Mason Gibson,Bob Turner,71,1,0.41
4066,28934,11/28/2012,11/1/2012,12,1800,0,150,1800,Stephanie Tate,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Kirkland,98034,Washington,West,11/29/2012,1,Consulting - Business Model,Consulting,Java,Jacob Manziel,Bob Turner,57,1,0.62
4067,28934,11/28/2012,11/1/2012,26,3250,0.07,125,3022.5,Stephanie Tate,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Lacey,98503,Washington,West,11/30/2012,2,Training - Development,Training,Java,Alexander Edison,Bob Turner,70,1,0.44
4068,28934,11/28/2012,11/1/2012,26,3900,0,150,3900,Stephanie Tate,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Lacey,98503,Washington,West,11/30/2012,2,Consulting - Strategy,Consulting,Tableau,Elizabeth Carter,Bob Turner,52,1,0.65
4069,28963,12/4/2011,12/1/2011,37,5550,0.09,150,5050.5,Joel Staavos,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,Jackson,39212,Mississippi,South,12/6/2011,2,Consulting - Market Research,Consulting,Market Research,Emma Watson,Frank Mitchell,67,1,0.55
4070,28992,9/19/2011,9/1/2011,41,8200,0.1,200,7380,Craig Donatelli,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Willingboro,8046,New Jersey,East,9/20/2011,1,Development - Big Data,Development,Business Logic,Noah Smith,Allen Young,59,1,0.71
4071,28995,5/12/2010,5/1/2010,9,990,0,110,990,Hilary Vittorini,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",Mishawaka,46544,Indiana,Central,5/13/2010,1,Development - Python,Development,Business Model,Abigail Young,Josh Martinez,50,1,0.55
4072,28995,5/12/2010,5/1/2010,34,3740,0.04,110,3590.4,Hilary Vittorini,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",Mishawaka,46544,Indiana,Central,5/13/2010,1,Development - Python,Development,Big Data,William Bufont,Josh Martinez,62,1,0.44
4073,28999,1/10/2009,1/1/2009,34,5100,0.02,150,4998,Giulietta Ferguson,Symantec Corporation,Technology,Computer Software: Prepackaged Software,Essex Junction,5451,Vermont,East,1/11/2009,1,Consulting - Business Model,Consulting,Business Model,Isabella Douglas,Allen Young,75,1,0.5
4074,29028,2/5/2011,2/1/2011,43,6450,0.08,150,5934,Marc Ludwig,Liberty Global plc,Consumer Services,Television Services,Sherwood,72116,Arkansas,South,2/7/2011,2,Consulting - Strategy,Consulting,Development,Mason Gibson,Frank Mitchell,71,1,0.53
4075,29030,1/2/2012,1/1/2012,10,1200,0.05,120,1140,Roy Peterman,Broadcom Corporation,Technology,Semiconductors,Granite City,62040,Illinois,Central,1/3/2012,1,Development - Business Logic,Development,.Net,Daniel Tusk,Josh Martinez,45,1,0.63
4076,29058,1/3/2010,1/1/2010,43,4730,0.02,110,4635.4,Valerie Pelletier,"Discovery Communications, Inc.",Consumer Services,Television Services,Tampa,33614,Florida,South,1/5/2010,2,Development - Python,Development,SQL,Olivia Sullivan,Frank Mitchell,53,1,0.52
4077,29058,1/3/2010,1/1/2010,23,2760,0.06,120,2594.4,Valerie Pelletier,"Discovery Communications, Inc.",Consumer Services,Television Services,Tampa,33614,Florida,South,1/4/2010,1,Development - Business Logic,Development,Python,Sophia Dixon,Frank Mitchell,71,1,0.41
4078,29058,1/3/2010,1/1/2010,41,8200,0.04,200,7872,Valerie Pelletier,"Discovery Communications, Inc.",Consumer Services,Television Services,Tampa,33614,Florida,South,1/3/2010,0,Development - Big Data,Development,Java,Elizabeth Carter,Frank Mitchell,52,1,0.74
4079,29058,1/3/2010,1/1/2010,33,4125,0.07,125,3836.25,Valerie Pelletier,"Discovery Communications, Inc.",Consumer Services,Television Services,Troutdale,97060,Oregon,West,1/5/2010,2,Training - Tableau,Training,Java,Liam Franklin,Bob Turner,52,1,0.58
4080,29090,1/16/2012,1/1/2012,24,4800,0.02,200,4704,Muhammed Wilson,Broadcom Corporation,Technology,Semiconductors,Anaheim,92804,California,West,1/17/2012,1,Development - Scala,Development,Strategy,Michael Alister,Bob Turner,68,1,0.66
4081,29090,1/16/2012,1/1/2012,36,7200,0.02,200,7056,Muhammed Wilson,Broadcom Corporation,Technology,Semiconductors,Anaheim,92804,California,West,1/16/2012,0,Development - Big Data,Development,Python,Daniel Tusk,Bob Turner,45,1,0.78
4082,29095,3/8/2011,3/1/2011,40,6400,0.01,160,6336,Delfina Gross,Altera Corporation,Technology,Semiconductors,Burbank,60459,Illinois,Central,3/9/2011,1,Development - Java,Development,Front End Web,Michael Alister,Josh Martinez,68,1,0.58
4083,29120,5/12/2010,5/1/2010,43,6880,0.08,160,6329.6,James Derr,Comcast Corporation,Consumer Services,Television Services,Arlington,22204,Virginia,South,5/14/2010,2,Development - Java,Development,Javascript,Olivia Sullivan,Frank Mitchell,53,1,0.67
4084,29120,5/12/2010,5/1/2010,21,2625,0.05,125,2493.75,James Derr,Comcast Corporation,Consumer Services,Television Services,Arlington,22204,Virginia,South,5/17/2010,5,Training - Tableau,Training,Business Model,Michael Alister,Frank Mitchell,68,1,0.46
4085,29121,4/11/2010,4/1/2010,31,4650,0.08,150,4278,Jack Cacioppo,"Charter Communications, Inc.",Consumer Services,Television Services,Portage,46368,Indiana,Central,4/13/2010,2,Consulting - Market Research,Consulting,Javascript,Emma Watson,Josh Martinez,67,1,0.55
4086,29127,3/31/2009,3/1/2009,18,2160,0.06,120,2030.4,Thea Clark,"Verisk Analytics, Inc.",Technology,EDP Services,Jupiter,33458,Florida,South,4/2/2009,2,Development - Business Logic,Development,SQL,Emily Taylor,Frank Mitchell,62,1,0.48
4087,29152,7/23/2011,7/1/2011,3,450,0,150,450,Ashley Wiener,Lam Research Corporation,Technology,Industrial Machinery/Components,Forest Park,30297,Georgia,South,7/27/2011,4,Consulting - Business Model,Consulting,Business Logic,Alexander Edison,Frank Mitchell,70,1,0.53
4088,29152,7/23/2011,7/1/2011,13,2600,0.06,200,2444,Ashley Wiener,Lam Research Corporation,Technology,Industrial Machinery/Components,Forest Park,30297,Georgia,South,7/23/2011,0,Development - Big Data,Development,Market Research,Noah Smith,Frank Mitchell,59,1,0.71
4089,29156,2/24/2010,2/1/2010,10,1500,0.07,150,1395,Denise Sievert,"Applied Materials, Inc.",Technology,Semiconductors,Bryant,72022,Arkansas,South,3/1/2010,5,Consulting - Business Model,Consulting,Business Logic,Isabella Douglas,Frank Mitchell,75,1,0.5
4090,29158,10/20/2011,10/1/2011,12,1500,0.07,125,1395,Matt French,"Paychex, Inc.",Consumer Services,Diversified Commercial Services,Brooklyn Center,55429,Minnesota,Central,10/21/2011,1,Training - Development,Training,Java,Jacob Manziel,Josh Martinez,57,1,0.54
4091,29185,1/20/2010,1/1/2010,8,1360,0.03,170,1319.2,Rob Sissman,"Xilinx, Inc.",Technology,Semiconductors,Madison Heights,48071,Michigan,Central,1/21/2010,1,Development - .Net,Development,Python,Mason Gibson,Josh Martinez,71,1,0.58
4092,29185,1/20/2010,1/1/2010,48,6000,0.04,125,5760,Rob Sissman,"Xilinx, Inc.",Technology,Semiconductors,Madison Heights,48071,Michigan,Central,1/22/2010,2,Training - SQL,Training,Development,Alexander Edison,Josh Martinez,70,1,0.44
4093,29185,1/20/2010,1/1/2010,5,550,0.02,110,539,Rob Sissman,"Xilinx, Inc.",Technology,Semiconductors,Midland,48640,Michigan,Central,1/22/2010,2,Development - Python,Development,Development,Abigail Young,Josh Martinez,50,1,0.55
4094,29187,7/31/2009,7/1/2009,5,800,0.03,160,776,Rick Book,Western Digital Corporation,Technology,Electronic Components,Woodburn,97071,Oregon,West,8/4/2009,4,Development - Java,Development,Python,Alexander Edison,Bob Turner,70,1,0.56
4095,29187,7/31/2009,7/1/2009,8,1280,0.09,160,1164.8,Rick Book,Western Digital Corporation,Technology,Electronic Components,Woodburn,97071,Oregon,West,8/4/2009,4,Development - Java,Development,Python,Olivia Sullivan,Bob Turner,53,1,0.67
4096,29187,7/31/2009,7/1/2009,35,5250,0.03,150,5092.5,Rick Book,Western Digital Corporation,Technology,Electronic Components,Woodburn,97071,Oregon,West,8/7/2009,7,Consulting - Strategy,Consulting,Market Research,Ethan Bird,Bob Turner,60,1,0.6
4097,29187,7/31/2009,7/1/2009,10,1100,0,110,1100,Rick Book,Western Digital Corporation,Technology,Electronic Components,Woodburn,97071,Oregon,West,8/7/2009,7,Development - Python,Development,Business Logic,Daniel Tusk,Bob Turner,45,1,0.59
4098,29187,7/31/2009,7/1/2009,42,5880,0.03,140,5703.6,Rick Book,Western Digital Corporation,Technology,Electronic Components,Woodburn,97071,Oregon,West,8/4/2009,4,Development - Front End Web,Development,Business Model,Mia Moore,Bob Turner,51,1,0.64
4099,29191,6/28/2012,6/1/2012,26,3250,0.09,125,2957.5,Penelope Pistole,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Miramar,33023,Florida,South,6/29/2012,1,Training - Javascript,Training,Python,Liam Franklin,Frank Mitchell,52,1,0.58
4100,29216,12/29/2012,12/1/2012,46,6900,0.1,150,6210,Jennifer Mitchum,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Horn Lake,38637,Mississippi,South,12/30/2012,1,Consulting - Business Model,Consulting,Javascript,Emily Taylor,Frank Mitchell,62,1,0.59
4101,29216,12/29/2012,12/1/2012,17,2125,0.04,125,2040,Jennifer Mitchum,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Horn Lake,38637,Mississippi,South,12/30/2012,1,Training - Javascript,Training,Strategy,Elizabeth Carter,Frank Mitchell,52,1,0.58
4102,29218,5/29/2012,5/1/2012,19,2375,0.04,125,2280,Andrew Love,DISH Network Corporation,Consumer Services,Television Services,Redmond,98052,Washington,West,5/29/2012,0,Training - SQL,Training,Java,Jayden Hamilton,Bob Turner,71,1,0.43
4103,29218,5/29/2012,5/1/2012,26,3120,0.04,120,2995.2,Andrew Love,DISH Network Corporation,Consumer Services,Television Services,Redmond,98052,Washington,West,5/29/2012,0,Development - Business Logic,Development,Strategy,Olivia Sullivan,Bob Turner,53,1,0.56
4104,29218,5/29/2012,5/1/2012,13,1950,0.02,150,1911,Andrew Love,DISH Network Corporation,Consumer Services,Television Services,Renton,98059,Washington,West,5/31/2012,2,Consulting - Market Research,Consulting,Development,Mason Gibson,Bob Turner,71,1,0.53
4105,29219,4/10/2009,4/1/2009,29,3480,0.04,120,3340.8,Nat Lloyd,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,Killeen,76541,Texas,Central,4/11/2009,1,Development - Business Logic,Development,Strategy,Madison Hill,Josh Martinez,58,1,0.52
4106,29220,12/29/2012,12/1/2012,36,5760,0.08,160,5299.2,Logan Flashing,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,New Rochelle,10801,New York,East,12/29/2012,0,Development - Java,Development,Database,William Bufont,Allen Young,62,1,0.61
4107,29221,5/29/2012,5/1/2012,41,4510,0,110,4510,Jay O'Donnell,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Sacramento,95823,California,West,6/1/2012,3,Development - Python,Development,Big Data,Elizabeth Carter,Bob Turner,52,1,0.53
4108,29223,1/20/2012,1/1/2012,48,6000,0.04,125,5760,Greg Carlisle,Western Digital Corporation,Technology,Electronic Components,Severna Park,21146,Maryland,East,1/22/2012,2,Training - Development,Training,Market Research,Noah Smith,Allen Young,59,1,0.53
4109,29249,6/13/2011,6/1/2011,12,1500,0.1,125,1350,Joy Mull,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Titusville,32780,Florida,South,6/17/2011,4,Training - Development,Training,Development,Noah Smith,Frank Mitchell,59,1,0.53
4110,29249,6/13/2011,6/1/2011,47,5170,0.05,110,4911.5,Joy Mull,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Titusville,32780,Florida,South,6/18/2011,5,Development - Python,Development,Compensation,Noah Smith,Frank Mitchell,59,1,0.46
4111,29252,8/6/2009,8/1/2009,9,990,0.01,110,980.1,Anthony Phan,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Newton,50208,Iowa,Central,8/10/2009,4,Development - Python,Development,PHP,Noah Smith,Josh Martinez,59,1,0.46
4112,29255,12/3/2011,12/1/2011,11,1650,0.03,150,1600.5,Sally Price,Comcast Corporation,Consumer Services,Television Services,North Royalton,44133,Ohio,East,12/7/2011,4,Consulting - Market Research,Consulting,Python,Emily Taylor,Allen Young,62,1,0.59
4113,29280,3/28/2012,3/1/2012,19,2280,0,120,2280,Bill Black,Seagate Technology.,Technology,Electronic Components,Derry,3038,New Hampshire,East,3/29/2012,1,Development - Business Logic,Development,Market Research,Emma Watson,Allen Young,67,1,0.44
4114,29280,3/28/2012,3/1/2012,30,4500,0.06,150,4230,Bill Black,Seagate Technology.,Technology,Electronic Components,Waterville,4901,Maine,East,3/29/2012,1,Consulting - Business Model,Consulting,Python,Elizabeth Carter,Allen Young,52,1,0.65
4115,29282,11/28/2012,11/1/2012,4,440,0.1,110,396,Scot Fine,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",Van Buren,72956,Arkansas,South,11/30/2012,2,Development - Python,Development,Java,Mason Gibson,Frank Mitchell,71,1,0.35
4116,29284,4/10/2009,4/1/2009,20,2500,0.01,125,2475,David Glassco,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Saratoga,95070,California,West,4/12/2009,2,Training - Javascript,Training,Big Data,Emily Taylor,Bob Turner,62,1,0.5
4117,29286,7/28/2009,7/1/2009,4,600,0.07,150,558,Alan Carroll,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,Redmond,98052,Washington,West,7/30/2009,2,Consulting - Strategy,Consulting,Business Logic,Ethan Bird,Bob Turner,60,1,0.6
4118,29287,7/2/2009,7/1/2009,50,8000,0.1,160,7200,Edward Parks,eBay Inc.,Miscellaneous,Business Services,Carol Stream,60188,Illinois,Central,7/4/2009,2,Development - Java,Development,Java,Liam Franklin,Josh Martinez,52,1,0.68
4119,29287,7/2/2009,7/1/2009,49,7350,0.09,150,6688.5,Edward Parks,eBay Inc.,Miscellaneous,Business Services,Carol Stream,60188,Illinois,Central,7/4/2009,2,Consulting - Strategy,Consulting,Big Data,Mia Moore,Josh Martinez,51,1,0.66
4120,29317,10/2/2011,10/1/2011,40,5000,0.08,125,4600,Becky Poirier,"Paychex, Inc.",Consumer Services,Diversified Commercial Services,Oregon City,97045,Oregon,West,10/4/2011,2,Training - Development,Training,Python,Liam Franklin,Bob Turner,52,1,0.58
4121,29317,10/2/2011,10/1/2011,20,3000,0.06,150,2820,Becky Poirier,"Paychex, Inc.",Consumer Services,Diversified Commercial Services,Oregon City,97045,Oregon,West,10/3/2011,1,Consulting - Strategy,Consulting,PHP,Alexander Edison,Bob Turner,70,1,0.53
4122,29317,10/2/2011,10/1/2011,31,4340,0.06,140,4079.6,Becky Poirier,"Paychex, Inc.",Consumer Services,Diversified Commercial Services,Oregon City,97045,Oregon,West,10/2/2011,0,Development - Database,Development,SQL,Ava Wilson,Bob Turner,67,1,0.52
4123,29318,6/30/2011,6/1/2011,21,4200,0.04,200,4032,Bobby Lacy,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing,Omaha,68104,Nebraska,Central,7/1/2011,1,Development - Big Data,Development,Business Model,Abigail Young,Josh Martinez,50,1,0.75
4124,29318,6/30/2011,6/1/2011,34,5100,0.1,150,4590,Bobby Lacy,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing,Omaha,68104,Nebraska,Central,7/1/2011,1,Consulting - Market Research,Consulting,Python,Mia Moore,Josh Martinez,51,1,0.66
4125,29319,1/24/2009,1/1/2009,30,3750,0.1,125,3375,Filia Rittenbach,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods,Vincennes,47591,Indiana,Central,1/26/2009,2,Training - Development,Training,Market Research,Olivia Sullivan,Josh Martinez,53,1,0.58
4126,29319,1/24/2009,1/1/2009,21,3150,0.03,150,3055.5,Filia Rittenbach,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods,Vincennes,47591,Indiana,Central,1/26/2009,2,Consulting - Compensation,Consulting,SQL,Isabella Douglas,Josh Martinez,75,1,0.5
4127,29346,8/16/2009,8/1/2009,2,220,0.1,110,198,Janet Daniels,"Discovery Communications, Inc.",Consumer Services,Television Services,Waterville,4901,Maine,East,8/20/2009,4,Development - PHP,Development,Strategy,William Bufont,Allen Young,62,1,0.44
4128,29347,8/12/2012,8/1/2012,50,5500,0.07,110,5115,Tanja Collins,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing,Sanford,32771,Florida,South,8/14/2012,2,Development - Python,Development,Business Model,Liam Franklin,Frank Mitchell,52,1,0.53
4129,29349,6/10/2010,6/1/2010,46,6900,0.04,150,6624,Bobby Radford,Texas Instruments Incorporated,Technology,Semiconductors,Augusta,4330,Maine,East,6/12/2010,2,Consulting - Market Research,Consulting,Strategy,Daniel Tusk,Allen Young,45,1,0.7
4130,29349,6/10/2010,6/1/2010,33,3630,0.1,110,3267,Bobby Radford,Texas Instruments Incorporated,Technology,Semiconductors,West Milford,7480,New Jersey,East,6/12/2010,2,Development - Python,Development,Market Research,Liam Franklin,Allen Young,52,1,0.53
4131,29350,8/25/2009,8/1/2009,47,7520,0.05,160,7144,Eric Dilbeck,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Elmwood Park,7407,New Jersey,East,8/27/2009,2,Development - Java,Development,.Net,Ava Wilson,Allen Young,67,1,0.58
4132,29350,8/25/2009,8/1/2009,10,2000,0.1,200,1800,Eric Dilbeck,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Nashua,3060,New Hampshire,East,8/28/2009,3,Development - Big Data,Development,PHP,William Bufont,Allen Young,62,1,0.69
4133,29350,8/25/2009,8/1/2009,46,5520,0.05,120,5244,Eric Dilbeck,Google Inc.,Technology,"Computer Software: Programming, Data Processing",South Orange,7079,New Jersey,East,8/26/2009,1,Development - Business Logic,Development,Strategy,Jayden Hamilton,Allen Young,71,1,0.41
